portfolio_id,risk_profile,date,monthly_return,cumulative_value,benchmark_return,risk_free_rate,volatility_30d,sharpe_ratio,max_drawdown
Portfolio_01,Moderate,2025-05-15,0.0964,1852449.46,0.0052593867810687735,0.0016666666666666668,0.16024986767274138,0.9181488671020652,-0.16100568656274142
Portfolio_01,Moderate,2025-06-14,-0.0277,1852449.46,0.008038201500654226,0.0016666666666666668,0.14442331482714768,0.504477518616111,-0.13711995713009353
Portfolio_01,Moderate,2025-07-14,0.0987,1852449.46,0.07138077868185515,0.0016666666666666668,0.13674421288963406,0.6453940580794595,-0.19353638858218708
Portfolio_01,Moderate,2025-08-13,0.009,1852449.46,0.030933928843236404,0.0016666666666666668,0.1567272818129466,0.7682924615167087,-0.19590095308194824
Portfolio_01,Moderate,2025-09-12,-0.0625,1852449.46,0.00903335926454439,0.0016666666666666668,0.12653066808996294,0.8286853133714986,-0.10642378069560329
Portfolio_01,Moderate,2025-10-12,0.0801,1852449.46,-0.03750947616738354,0.0016666666666666668,0.12701222584755503,1.115887578338972,-0.18058798197522924
Portfolio_01,Moderate,2025-11-11,0.0155,1852449.46,0.045183721011795804,0.0016666666666666668,0.1476900350220325,0.7676090366117345,-0.12807936502516773
Portfolio_01,Moderate,2025-12-11,0.0399,1852449.46,-0.0247892853410194,0.0016666666666666668,0.15198745715243467,0.7237021170351815,-0.21602467217025156
Portfolio_01,Moderate,2026-01-10,0.0544,1852449.46,0.017524055334730927,0.0016666666666666668,0.14605038289683125,0.7685950343110585,-0.2105080471707079
Portfolio_01,Moderate,2026-02-09,0.0199,1852449.46,0.0609610591763128,0.0016666666666666668,0.16315071279579174,0.9928311768343958,-0.16527223512208408
Portfolio_01,Moderate,2026-03-11,-0.0181,1852449.46,-0.054067319070640336,0.0016666666666666668,0.17929376073734266,0.7877804983988265,-0.18743998980100268
Portfolio_01,Moderate,2026-04-10,0.0497,1852449.46,0.020271763406922473,0.0016666666666666668,0.16750681182004945,0.7953898887829068,-0.08607124160303127
Portfolio_01,Moderate,2026-05-10,0.0075,1852449.46,0.04334955169543707,0.0016666666666666668,0.1338542821889691,0.6652419788681048,-0.10212314183601162
Portfolio_01,Moderate,2026-06-09,0.0372,1852449.46,-0.0881343223020537,0.0016666666666666668,0.14775816460252517,0.5138337596750657,-0.17382769007167623
Portfolio_01,Moderate,2026-07-09,-0.0858,1852449.46,-0.004518098197083404,0.0016666666666666668,0.14462633433138739,0.6895477495774783,-0.2048571824814407
Portfolio_01,Moderate,2026-08-08,0.0269,1852449.46,0.0852274685447236,0.0016666666666666668,0.17801193006242025,0.5675868359487435,-0.07089416243482163
Portfolio_01,Moderate,2026-09-07,-0.0242,1852449.46,-0.008004557174054718,0.0016666666666666668,0.15193781209997564,0.7873452080206169,-0.1829874320626983
Portfolio_01,Moderate,2026-10-07,0.0949,1852449.46,0.039914978258764514,0.0016666666666666668,0.15188829795864986,0.7046897153561518,-0.21522947219002364
Portfolio_01,Moderate,2026-11-06,0.0414,1852449.46,-0.025121705969701157,0.0016666666666666668,0.12537929826596855,0.8024447096830339,-0.2098332796142198
Portfolio_02,Moderate,2022-01-01,-0.0036,1552399.04,-0.036054538752942775,0.0016666666666666668,0.1508511252494523,0.8226912080113106,-0.14070811855486234
Portfolio_02,Moderate,2022-01-31,0.0601,1552399.04,0.0376986173747029,0.0016666666666666668,0.16528384860134848,0.6811578255236668,-0.18080717290244716
Portfolio_02,Moderate,2022-03-02,0.0535,1552399.04,-0.030200207013517315,0.0016666666666666668,0.16048223505420714,1.089764021667543,-0.16575409639544617
Portfolio_02,Moderate,2022-04-01,0.0061,1552399.04,-0.0025300667587413546,0.0016666666666666668,0.17200173835348465,0.9011115706430016,-0.12818821475994724
Portfolio_02,Moderate,2022-05-01,0.0037,1552399.04,-0.035421224585044646,0.0016666666666666668,0.1601809210391913,0.6141727318980483,-0.2067010092967479
Portfolio_02,Moderate,2022-05-31,0.0889,1552399.04,-0.0061791864582810005,0.0016666666666666668,0.14121310914826965,0.7556800611229921,-0.22204908172624593
Portfolio_02,Moderate,2022-06-30,0.03,1552399.04,0.03904770449188414,0.0016666666666666668,0.16691529441774644,0.4105315051718372,-0.10107710971667248
Portfolio_02,Moderate,2022-07-30,-0.0067,1552399.04,-0.02224420202347154,0.0016666666666666668,0.1628546330547418,0.7863107014667169,-0.14856122179595008
Portfolio_02,Moderate,2022-08-29,-0.0542,1552399.04,-0.0005786373298491219,0.0016666666666666668,0.1681819380635023,0.5520823974949944,-0.11960798306324957
Portfolio_02,Moderate,2022-09-28,0.0295,1552399.04,0.043984529363271546,0.0016666666666666668,0.16074510120810614,1.2649397828646836,-0.17644733813623495
Portfolio_02,Moderate,2022-10-28,0.0521,1552399.04,0.03899534515458747,0.0016666666666666668,0.1484086404698787,1.046681215270534,-0.15038444978606846
Portfolio_02,Moderate,2022-11-27,-0.0238,1552399.04,-0.007603077890892669,0.0016666666666666668,0.16959108305807444,0.701687612196214,-0.22063628794502782
Portfolio_02,Moderate,2022-12-27,-0.0319,1552399.04,-0.012070767894480406,0.0016666666666666668,0.15928549419882798,1.0784077503174183,-0.1444435312351744
Portfolio_02,Moderate,2023-01-26,-0.0074,1552399.04,0.05149701923008572,0.0016666666666666668,0.1296273761778361,0.7113473070364195,-0.16442875585770506
Portfolio_02,Moderate,2023-02-25,-0.0004,1552399.04,0.001864878355965216,0.0016666666666666668,0.15126141582375294,0.9381821914784386,-0.1722403419085245
Portfolio_02,Moderate,2023-03-27,-0.1002,1552399.04,0.010649428323581369,0.0016666666666666668,0.14932315664513923,0.61482201922177,-0.15568333445407176
Portfolio_02,Moderate,2023-04-26,-0.0021,1552399.04,0.0008568212378679586,0.0016666666666666668,0.1475237915249543,0.8063518913162901,-0.14621632296933068
Portfolio_02,Moderate,2023-05-26,0.0495,1552399.04,-0.009141810948286342,0.0016666666666666668,0.16909072100956896,0.5661038741593967,-0.18604850542349483
Portfolio_02,Moderate,2023-06-25,-0.0198,1552399.04,0.1021340981403036,0.0016666666666666668,0.13443012967516155,0.5292490650580484,-0.1132761627499391
Portfolio_02,Moderate,2023-07-25,0.0098,1552399.04,-0.06612020906959441,0.0016666666666666668,0.1464708913504134,1.2291649850152977,-0.22724679610767
Portfolio_02,Moderate,2023-08-24,-0.0252,1552399.04,-0.06282393042859813,0.0016666666666666668,0.12751228197063452,0.9796719136693972,-0.09376116400070936
Portfolio_02,Moderate,2023-09-23,0.0277,1552399.04,-0.011923263461814375,0.0016666666666666668,0.16024818606001603,1.078051065502398,-0.06063267927850871
Portfolio_02,Moderate,2023-10-23,-0.0023,1552399.04,-0.0026999711206719167,0.0016666666666666668,0.1154779242349502,0.6358242155180627,-0.17134020974676287
Portfolio_02,Moderate,2023-11-22,-0.0398,1552399.04,-0.0031365697011569603,0.0016666666666666668,0.1471821089848692,1.023778919586134,-0.08627857866562093
Portfolio_02,Moderate,2023-12-22,0.0087,1552399.04,-0.00011361648504108583,0.0016666666666666668,0.16647727314077726,0.871532273326218,-0.1467747013568714
Portfolio_02,Moderate,2024-01-21,0.043,1552399.04,0.037236944121716534,0.0016666666666666668,0.15108378072356873,1.2115622354195525,-0.22192055833972796
Portfolio_02,Moderate,2024-02-20,-0.0168,1552399.04,-0.012012710102832946,0.0016666666666666668,0.14810221654569075,0.8878905380915981,-0.08660197564484555
Portfolio_02,Moderate,2024-03-21,0.0291,1552399.04,0.00498814217163516,0.0016666666666666668,0.1286665552574069,0.9685027792910009,-0.11225206169290178
Portfolio_02,Moderate,2024-04-20,0.0308,1552399.04,-0.06143462384992102,0.0016666666666666668,0.149942937994938,0.48197163386394043,-0.18323255487510312
Portfolio_02,Moderate,2024-05-20,0.0353,1552399.04,-0.025440885287192846,0.0016666666666666668,0.16213897047362977,0.8233660348344368,-0.21427955003780136
Portfolio_02,Moderate,2024-06-19,-0.0659,1552399.04,0.03631971257041626,0.0016666666666666668,0.12849291264107376,0.8660227580941888,-0.19070053346457777
Portfolio_02,Moderate,2024-07-19,0.0511,1552399.04,-0.0068340923887950265,0.0016666666666666668,0.15756406122057576,0.9042898798119059,-0.08315154632220198
Portfolio_02,Moderate,2024-08-18,-0.0172,1552399.04,0.002983981594503966,0.0016666666666666668,0.1545967629444501,0.7124525355191351,-0.1409005058688601
Portfolio_02,Moderate,2024-09-17,-0.0096,1552399.04,0.021057576620701277,0.0016666666666666668,0.14852535228818436,0.43924990318150076,-0.13342645518345522
Portfolio_02,Moderate,2024-10-17,0.1461,1552399.04,0.01846211335857378,0.0016666666666666668,0.13979739785478074,0.5431225927854972,-0.07620604247480171
Portfolio_02,Moderate,2024-11-16,0.0247,1552399.04,0.022857505213748304,0.0016666666666666668,0.14656378453617436,0.5725934233705026,-0.1910907414210673
Portfolio_02,Moderate,2024-12-16,-0.0583,1552399.04,0.05095638830703447,0.0016666666666666668,0.1520649291130207,0.6898825865998587,-0.12451553843876718
Portfolio_02,Moderate,2025-01-15,-0.0792,1552399.04,-0.022378247431647368,0.0016666666666666668,0.17251264545420567,1.0705601069793451,-0.17332870356013882
Portfolio_02,Moderate,2025-02-14,0.0609,1552399.04,-0.015944442847953214,0.0016666666666666668,0.1107280020196158,0.5036838456897264,-0.2169734887478878
Portfolio_02,Moderate,2025-03-16,-0.0507,1552399.04,0.010516464118987606,0.0016666666666666668,0.1451064944333796,0.5309329025169518,-0.16405820212322786
Portfolio_02,Moderate,2025-04-15,-0.036,1552399.04,0.02333872562687619,0.0016666666666666668,0.1579175902487338,0.42006594382822376,-0.15641317402419153
Portfolio_02,Moderate,2025-05-15,-0.0068,1552399.04,-0.04208699686459939,0.0016666666666666668,0.1635259304571041,0.9568292832706997,-0.19490136131622293
Portfolio_02,Moderate,2025-06-14,0.0688,1552399.04,-0.0207032508957042,0.0016666666666666668,0.14308099424252538,0.34944132105373216,-0.13320159132797116
Portfolio_02,Moderate,2025-07-14,0.041,1552399.04,-0.0036182790032504132,0.0016666666666666668,0.16455262623851788,0.5803181564074895,-0.18095614741249658
Portfolio_02,Moderate,2025-08-13,0.0007,1552399.04,-0.04635423246285788,0.0016666666666666668,0.1349356415475862,0.5636036007863563,-0.10020131605767771
Portfolio_02,Moderate,2025-09-12,0.025,1552399.04,-0.01835516664715439,0.0016666666666666668,0.1518626352711692,0.7238473192276391,-0.21347326330064065
Portfolio_02,Moderate,2025-10-12,-0.0222,1552399.04,3.235655960782957e-06,0.0016666666666666668,0.15898654997795392,0.5584481214913296,-0.10954436046343105
Portfolio_02,Moderate,2025-11-11,0.0163,1552399.04,-0.023601862831738957,0.0016666666666666668,0.1427552411089074,0.9061366246020096,-0.1831718078609744
Portfolio_02,Moderate,2025-12-11,0.0096,1552399.04,0.007134964642472793,0.0016666666666666668,0.1452796375681786,0.8258736013407637,-0.2690369552761749
Portfolio_02,Moderate,2026-01-10,0.0445,1552399.04,-0.057548703979171646,0.0016666666666666668,0.15923950509070256,1.00743628112981,-0.19552433517657605
Portfolio_02,Moderate,2026-02-09,0.0444,1552399.04,-0.002620056755620979,0.0016666666666666668,0.15442078879353452,0.9386435203317409,-0.2513838635835424
Portfolio_02,Moderate,2026-03-11,0.0289,1552399.04,-0.024860001173015178,0.0016666666666666668,0.14501130930225187,0.94062803944721,-0.02507847581392525
Portfolio_02,Moderate,2026-04-10,-0.0082,1552399.04,-0.0020650167316886786,0.0016666666666666668,0.12889533806844017,0.8804536154402597,-0.08395021052296449
Portfolio_02,Moderate,2026-05-10,0.0396,1552399.04,0.009575052242761072,0.0016666666666666668,0.1364002718226856,0.9915987882960039,-0.11682271907507824
Portfolio_02,Moderate,2026-06-09,0.0035,1552399.04,-0.029711149763066397,0.0016666666666666668,0.15572138426301513,0.9994531135317746,-0.09090549787205532
Portfolio_02,Moderate,2026-07-09,-0.0393,1552399.04,0.0035314733063959818,0.0016666666666666668,0.1446288083073102,1.0454547644162526,-0.21050802514904426
Portfolio_02,Moderate,2026-08-08,-0.01,1552399.04,0.02102616563378759,0.0016666666666666668,0.12944960058953356,1.0130752544519206,-0.16290227578055808
Portfolio_02,Moderate,2026-09-07,0.0134,1552399.04,0.04977834568876411,0.0016666666666666668,0.1573711913453329,0.5553559539876141,-0.07876861339613782
Portfolio_02,Moderate,2026-10-07,0.0563,1552399.04,0.05957004566240427,0.0016666666666666668,0.16323429738898823,0.647682426992756,-0.16530069771787043
Portfolio_02,Moderate,2026-11-06,-0.0005,1552399.04,0.01087107992033614,0.0016666666666666668,0.1394443440100285,1.138469314492641,-0.14278367641369816
Portfolio_03,Conservative,2022-01-01,-0.0517,1193867.62,0.014623051129117205,0.0016666666666666668,0.06565538881670088,0.742418784626416,-0.13774806678422968
Portfolio_03,Conservative,2022-01-31,0.0116,1193867.62,-0.003518074684682181,0.0016666666666666668,0.06765239245451403,1.1188355912408026,-0.14482309230254123
Portfolio_03,Conservative,2022-03-02,-0.0027,1193867.62,0.055409896959795986,0.0016666666666666668,0.07791970999855645,0.6239976036618473,-0.136540953987242
Portfolio_03,Conservative,2022-04-01,0.0033,1193867.62,-0.0016417519950618692,0.0016666666666666668,0.07057790833606914,1.0939568517574991,-0.1811135111446998
Portfolio_03,Conservative,2022-05-01,-0.0035,1193867.62,-0.05791536422520712,0.0016666666666666668,0.09062532843165866,0.6991403968374754,-0.1803911946307812
Portfolio_03,Conservative,2022-05-31,0.0236,1193867.62,-0.055321486582413426,0.0016666666666666668,0.09392753189277593,0.5421038825580625,-0.1470775259647175
Portfolio_03,Conservative,2022-06-30,0.0309,1193867.62,0.03744742866653212,0.0016666666666666668,0.08337373546402478,0.7880691376015617,-0.2350832929143708
Portfolio_03,Conservative,2022-07-30,0.0115,1193867.62,-0.02221635778065268,0.0016666666666666668,0.08150240270434017,0.6425651860026007,-0.13983202700006162
Portfolio_03,Conservative,2022-08-29,-0.0028,1193867.62,0.02944961776919384,0.0016666666666666668,0.08770002308640082,0.5547641284374634,-0.04016769725105228
Portfolio_03,Conservative,2022-09-28,0.0049,1193867.62,0.03241959770388163,0.0016666666666666668,0.0799862867706475,1.0179073166153283,-0.031729611400001315
Portfolio_03,Conservative,2022-10-28,0.0065,1193867.62,-0.04400539292468922,0.0016666666666666668,0.07819789886006917,0.32431366802533435,-0.14036742336759875
Portfolio_03,Conservative,2022-11-27,-0.0162,1193867.62,0.018490961169482487,0.0016666666666666668,0.07968670307645792,0.669093285800338,-0.25247572580941624
Portfolio_03,Conservative,2022-12-27,-0.0335,1193867.62,0.01877291969348396,0.0016666666666666668,0.0916434758713226,0.6817963088533137,-0.12799700354884275
Portfolio_03,Conservative,2023-01-26,0.0141,1193867.62,-0.048488779155541485,0.0016666666666666668,0.08365770450954012,0.7213235404510686,-0.18812089753014571
Portfolio_03,Conservative,2023-02-25,0.0365,1193867.62,-0.020506435842954886,0.0016666666666666668,0.07685110734373592,0.8764866631385071,-0.2156081600597759
Portfolio_03,Conservative,2023-03-27,0.034,1193867.62,-0.007923145281468306,0.0016666666666666668,0.07966822577600682,0.5801921550936282,-0.06016673991624913
Portfolio_03,Conservative,2023-04-26,-0.0108,1193867.62,-0.023732617376599333,0.0016666666666666668,0.07464450469093208,0.6043384100355005,-0.06007599564309411
Portfolio_03,Conservative,2023-05-26,0.0239,1193867.62,0.02498653228742907,0.0016666666666666668,0.07250726395005086,1.0212463117719939,-0.13996506528555608
Portfolio_03,Conservative,2023-06-25,-0.017,1193867.62,0.014744853249053991,0.0016666666666666668,0.07724418232998038,0.6501168026086054,-0.13311169504726994
Portfolio_03,Conservative,2023-07-25,0.0211,1193867.62,-0.013049042204853558,0.0016666666666666668,0.09453404503660084,0.5461417789513792,-0.07319216135725273
Portfolio_03,Conservative,2023-08-24,-0.0069,1193867.62,0.0019771352941759654,0.0016666666666666668,0.08239268587216884,0.966631553325887,-0.1815124647502218
Portfolio_03,Conservative,2023-09-23,-0.0224,1193867.62,0.03577177558648076,0.0016666666666666668,0.058339649156950585,0.6560020933556122,-0.19620314036705327
Portfolio_03,Conservative,2023-10-23,0.0138,1193867.62,-0.03758938868708572,0.0016666666666666668,0.07828036129536839,0.877149993636339,-0.1148670000750347
Portfolio_03,Conservative,2023-11-22,-0.0681,1193867.62,0.0141775489700041,0.0016666666666666668,0.07467445228085162,0.8738032875650334,-0.14378571525745745
Portfolio_03,Conservative,2023-12-22,-0.0819,1193867.62,0.03825927016540145,0.0016666666666666668,0.08621549362345213,0.8060952827841258,-0.19486265030806282
Portfolio_03,Conservative,2024-01-21,0.0008,1193867.62,-0.016785523560890265,0.0016666666666666668,0.07560168512289574,0.7369467332167489,-0.13659747862051233
Portfolio_03,Conservative,2024-02-20,0.0062,1193867.62,0.03060770093281099,0.0016666666666666668,0.07959105045587699,0.8032249575800945,-0.1428346847499998
Portfolio_03,Conservative,2024-03-21,-0.0035,1193867.62,-0.012038150951465546,0.0016666666666666668,0.07259686193885635,0.44891242053785807,-0.18475746790384362
Portfolio_03,Conservative,2024-04-20,-0.0315,1193867.62,0.022223572621933592,0.0016666666666666668,0.07437670849568347,0.752438592514812,-0.12667843562938413
Portfolio_03,Conservative,2024-05-20,-0.0139,1193867.62,0.02387054658876364,0.0016666666666666668,0.0713637371826717,0.9994118712907283,-0.09363249553222572
Portfolio_03,Conservative,2024-06-19,0.014,1193867.62,-0.03330581381920641,0.0016666666666666668,0.07340930504287077,1.0382181366292385,-0.15734267606276503
Portfolio_03,Conservative,2024-07-19,0.0184,1193867.62,-0.07106203039681794,0.0016666666666666668,0.06880254796213851,0.7501260749655038,-0.2081521325142301
Portfolio_03,Conservative,2024-08-18,0.0046,1193867.62,-0.008488086182647039,0.0016666666666666668,0.08025916970946863,1.0924509208069457,-0.16452269581138945
Portfolio_03,Conservative,2024-09-17,0.0381,1193867.62,0.04298727113536081,0.0016666666666666668,0.09143008129629417,1.0868619338704153,-0.13576227033072158
Portfolio_03,Conservative,2024-10-17,0.017,1193867.62,-0.06217699774678082,0.0016666666666666668,0.08368659892323092,1.0096799775627083,-0.15405335527177086
Portfolio_03,Conservative,2024-11-16,-0.0147,1193867.62,0.06626749135404277,0.0016666666666666668,0.08687866849173967,0.9136546754305569,-0.0956809644397081
Portfolio_03,Conservative,2024-12-16,-0.0513,1193867.62,0.017381603735243743,0.0016666666666666668,0.06005751600483718,0.7001722097059269,-0.09014159863760732
Portfolio_03,Conservative,2025-01-15,-0.0247,1193867.62,-0.022142451322724375,0.0016666666666666668,0.07821221995810448,0.5910327372193858,-0.060803870239911545
Portfolio_03,Conservative,2025-02-14,0.0023,1193867.62,0.06408194070917032,0.0016666666666666668,0.07292904883887416,0.8294596000778168,-0.18402470238820237
Portfolio_03,Conservative,2025-03-16,0.0307,1193867.62,0.027135640506222337,0.0016666666666666668,0.08407746461793864,0.9623411143226531,-0.13340407761460563
Portfolio_03,Conservative,2025-04-15,0.0208,1193867.62,0.10751878713969014,0.0016666666666666668,0.07177660987991409,0.4578793291126972,-0.16965451003507306
Portfolio_03,Conservative,2025-05-15,0.0374,1193867.62,-0.048483373499110353,0.0016666666666666668,0.06806030183995206,0.5997370691604067,-0.19610944527158136
Portfolio_03,Conservative,2025-06-14,-0.002,1193867.62,-0.02723560775471608,0.0016666666666666668,0.0841457516035633,0.6987621877829329,-0.158975728743624
Portfolio_03,Conservative,2025-07-14,0.0361,1193867.62,0.03681046531791137,0.0016666666666666668,0.07386941980174859,0.7470908202590556,-0.13171200069535421
Portfolio_03,Conservative,2025-08-13,0.0005,1193867.62,-0.061424548206946324,0.0016666666666666668,0.06092075592839534,0.8692234657595446,-0.12539928597165506
Portfolio_03,Conservative,2025-09-12,0.0468,1193867.62,0.07734001636475443,0.0016666666666666668,0.08126475900693449,0.963947943451619,-0.15977363217929869
Portfolio_03,Conservative,2025-10-12,0.0054,1193867.62,0.016129586316891383,0.0016666666666666668,0.09333805473399627,0.3752014363748729,-0.12931918712141596
Portfolio_03,Conservative,2025-11-11,0.0256,1193867.62,0.07981222774261093,0.0016666666666666668,0.08225627375367474,1.1301145926465697,-0.1814606074764721
Portfolio_03,Conservative,2025-12-11,0.0352,1193867.62,0.004723175570396957,0.0016666666666666668,0.08026819761910871,0.3564817841282459,-0.20840889139251
Portfolio_03,Conservative,2026-01-10,0.0005,1193867.62,-0.03216353400765085,0.0016666666666666668,0.08657652862426023,0.974430621136811,-0.13379817786467332
Portfolio_03,Conservative,2026-02-09,0.009,1193867.62,0.03438109509370886,0.0016666666666666668,0.07868680469822581,1.0403863339079087,-0.1495605778683964
Portfolio_03,Conservative,2026-03-11,0.0348,1193867.62,0.007837802734827681,0.0016666666666666668,0.07787525893390071,0.9368900955272856,-0.17105994083064566
Portfolio_03,Conservative,2026-04-10,0.0019,1193867.62,0.03965790844156344,0.0016666666666666668,0.07094280687427194,0.5802167490543613,-0.11562866224367478
Portfolio_03,Conservative,2026-05-10,-0.0255,1193867.62,0.0027660717658521514,0.0016666666666666668,0.07636886867077497,0.978011546495092,-0.1803630707043042
Portfolio_03,Conservative,2026-06-09,0.0545,1193867.62,-0.0011018415504118213,0.0016666666666666668,0.09119382360056928,1.10782846916213,-0.07138008948648364
Portfolio_03,Conservative,2026-07-09,-0.0058,1193867.62,-0.003939790262154225,0.0016666666666666668,0.08984562323987576,0.6102094344462644,-0.19534514373610304
