strategy_id,strategy,annual_return,volatility,sharpe_ratio,max_drawdown,market_condition,backtest_period
Strategy_A_076,Strategy_A,0.3824,0.14279947513849078,0.6454042199858361,-0.15821802846265315,Bull,5Y
Strategy_A_077,Strategy_A,0.1303,0.21611746251496214,0.802445194365083,-0.09477854362149771,Bear,1Y
Strategy_A_078,Strategy_A,-0.014,0.17322218119402097,0.5485532146782186,-0.1990568043424046,Bull,5Y
Strategy_A_079,Strategy_A,0.1671,0.2492516612646352,0.7813265130450081,-0.2047585701512415,Bear,5Y
Strategy_A_080,Strategy_A,0.2925,0.17189195161810267,0.9620531369396919,-0.26430273122152403,Bull,5Y
Strategy_A_081,Strategy_A,0.1511,0.15795556312856268,1.0880358927389826,-0.23377240568271712,Bear,1Y
Strategy_A_082,Strategy_A,0.033,0.1502573298190256,0.9169898268412864,-0.16351037410393993,Bull,5Y
Strategy_A_083,Strategy_A,0.0851,0.12858093466533854,0.7908190311881518,0.0050504809442232235,Bull,3Y
Strategy_A_084,Strategy_A,0.3487,0.1872461094999292,0.7797994097532497,-0.2483833337979286,Sideways,5Y
Strategy_A_085,Strategy_A,0.3182,0.18946428290377193,0.5143668469241812,-0.3084903448792069,Bull,3Y
Strategy_A_086,Strategy_A,0.2674,0.0748739432065986,0.34255228443370483,-0.1720572915744948,Bear,5Y
Strategy_A_087,Strategy_A,0.3854,0.15517718949000744,0.5882121975653325,-0.14125340487073426,Bull,3Y
Strategy_A_088,Strategy_A,-0.0589,0.20113571079074236,0.8192798703570376,-0.22173223249472085,Bear,1Y
Strategy_A_089,Strategy_A,-0.0817,0.1822789529209312,0.8312641169201442,-0.0598401752950492,Bull,1Y
Strategy_A_090,Strategy_A,0.317,0.1811275856554745,0.13417093011086567,-0.21637103966160248,Sideways,5Y
Strategy_B_001,Strategy_B,-0.3786,0.14787002784466113,0.401462725454395,-0.17052535448502648,Bear,3Y
Strategy_B_002,Strategy_B,0.6176,0.14549817420523678,0.631090911874365,-0.14414125450262089,Bull,5Y
Strategy_B_003,Strategy_B,0.1887,0.15818167179098713,0.5421102282958657,-0.039789398847039706,Sideways,5Y
Strategy_B_004,Strategy_B,0.0495,0.19698052331176868,0.49184938037061754,-0.08360420968767482,Bear,5Y
Strategy_B_005,Strategy_B,0.1137,0.056763943906361775,0.8795425709346821,-0.12050281313526001,Bull,3Y
Strategy_B_006,Strategy_B,0.0383,0.13764869137007796,0.6581750861291645,-0.1295801988799535,Sideways,3Y
Strategy_B_007,Strategy_B,0.302,0.33186800159704977,0.875115296134333,-0.09492137127526835,Bull,5Y
Strategy_B_008,Strategy_B,0.096,0.27007168619840716,0.30363528160267567,0.00622286060905633,Bear,1Y
Strategy_B_009,Strategy_B,0.3388,0.2449844518138612,0.65714040576244,-0.2897182866252302,Sideways,1Y
Strategy_B_010,Strategy_B,0.4479,0.19180256779490512,0.5475284980240479,-0.23016159799556657,Bull,1Y
Strategy_B_011,Strategy_B,0.1312,0.10919262186504503,0.7217896222593434,-0.2278189837059751,Bull,3Y
Strategy_B_012,Strategy_B,0.2675,0.16213630128547987,0.14425041776116365,-0.004932347970305312,Sideways,3Y
Strategy_B_013,Strategy_B,0.1842,0.16146698955500094,1.109434278068738,-0.27854976394845055,Bear,5Y
Strategy_B_014,Strategy_B,0.0525,0.15105084087982396,0.6028691917714718,-0.25978566582221607,Bear,3Y
Strategy_B_015,Strategy_B,-0.0081,0.13994845365776448,0.7759706931009859,-0.15533101192016205,Bull,5Y
Strategy_B_016,Strategy_B,-0.0548,0.17252986775974583,0.9016232279304583,-0.0455682210198419,Bear,1Y
Strategy_B_017,Strategy_B,0.3699,0.12622115681804316,0.9684632929745929,-0.06892594447715651,Bear,5Y
Strategy_B_018,Strategy_B,0.1415,0.13647273014195296,0.5891363810237914,-0.17227258934421316,Bull,3Y
Strategy_B_019,Strategy_B,0.2224,0.15412888401911476,0.9288519281951549,-0.20600704847377416,Sideways,1Y
Strategy_B_020,Strategy_B,0.4334,0.16830524654784734,0.9216251552707899,-0.12538013544834398,Bear,3Y
Strategy_B_021,Strategy_B,-0.0141,0.19894336137666052,0.6408505761576351,-0.2612275569779863,Bear,1Y
Strategy_B_022,Strategy_B,0.2938,0.12834374268253276,0.7436010257083924,0.024107693440424904,Bull,3Y
Strategy_B_023,Strategy_B,0.292,0.15816843557335286,0.48787340702559806,-0.12037991081606701,Bull,3Y
Strategy_B_024,Strategy_B,0.1168,0.15232806825492828,0.6116170322676392,0.012675642822149003,Bull,1Y
Strategy_B_025,Strategy_B,0.132,0.21173692017094384,0.772266198592521,-0.17636191552343822,Bear,1Y
Strategy_B_026,Strategy_B,0.6287,0.18297700124448885,0.9953403802774465,-0.1719114816712836,Bear,1Y
Strategy_B_027,Strategy_B,0.0846,0.04747349470350712,0.6583384819305047,-0.12282039199893968,Sideways,5Y
Strategy_B_028,Strategy_B,0.0354,0.11337528319009532,0.616718537629769,-0.16188355196413912,Bear,5Y
Strategy_B_029,Strategy_B,-0.0416,0.18951985523366863,0.6933694611859035,-0.16552141802243467,Bear,3Y
Strategy_B_030,Strategy_B,0.1016,0.12559606969368384,0.39234782886932196,-0.26611596924711445,Bear,3Y
Strategy_B_031,Strategy_B,0.2243,0.07860445698867638,0.4544930041658523,-0.16112838748133743,Sideways,1Y
Strategy_B_032,Strategy_B,0.4755,0.15698042206946938,0.5900832754030643,-0.28030055159985945,Sideways,3Y
Strategy_B_033,Strategy_B,0.2026,0.13392350370359285,0.490213309627401,-0.21312405825102804,Sideways,1Y
Strategy_B_034,Strategy_B,0.3056,0.23259054460053252,0.3146965338072891,-0.1849151626901885,Sideways,1Y
Strategy_B_035,Strategy_B,-0.0087,0.2250133306944157,0.7065623341933365,-0.2249626713457074,Bull,3Y
Strategy_B_036,Strategy_B,-0.2086,0.17852199645934014,1.1190277926731524,-0.16404244925322467,Bull,1Y
Strategy_B_037,Strategy_B,0.4077,0.16508576880939987,0.7046394205925289,-0.1677226700104999,Bull,3Y
Strategy_B_038,Strategy_B,0.0162,0.23390777422445838,0.21842599265428703,0.06032618143731763,Sideways,1Y
Strategy_B_039,Strategy_B,-0.3615,0.15600899468010515,0.8571509848305685,-0.08115199634036364,Sideways,5Y
Strategy_B_040,Strategy_B,0.5096,0.20858147551837913,0.8094738981717438,-0.1341103961091569,Bear,1Y
Strategy_B_041,Strategy_B,0.4937,0.1854316979355529,0.8310199290037069,-0.25174080459134873,Bull,3Y
Strategy_B_042,Strategy_B,0.1192,0.1896293805678036,0.4682207913796472,-0.2179940077972064,Sideways,5Y
Strategy_B_043,Strategy_B,-0.0102,0.2289396577939787,0.8139918744154525,-0.272815089975981,Sideways,3Y
Strategy_B_044,Strategy_B,-0.0861,0.12351977418517304,0.8514754932301943,-0.11396132089461034,Sideways,1Y
Strategy_B_045,Strategy_B,0.084,0.2351669428038311,0.7609646087917052,-0.2073898784671082,Bear,1Y
Strategy_B_046,Strategy_B,0.3507,0.1700844718930203,0.7271617203042654,-0.11188842753761694,Bull,3Y
Strategy_B_047,Strategy_B,0.1184,0.18049126263017387,0.6851301610271174,-0.09995880056767506,Bear,3Y
Strategy_B_048,Strategy_B,0.1324,0.16960151361619788,1.0366552760318746,-0.18368935053913443,Bear,5Y
Strategy_B_049,Strategy_B,0.5631,0.13374912850600246,0.6638675366781601,-0.19394484685312957,Sideways,5Y
Strategy_B_050,Strategy_B,-0.2141,0.26126960623671536,0.9117691825865571,-0.1560490216178458,Bear,5Y
Strategy_B_051,Strategy_B,0.2646,0.09988818531876846,0.8026571052953501,-0.21578054193811608,Sideways,3Y
Strategy_B_052,Strategy_B,0.3654,0.17177060637432756,0.9444872154332364,-0.23352126971749343,Bull,3Y
Strategy_B_053,Strategy_B,0.1652,0.21836902077675016,0.9949161571828528,-0.2844288265423205,Bull,3Y
Strategy_B_054,Strategy_B,0.4345,0.17247813657089256,0.8304205520574319,-0.2703832163712806,Bear,3Y
Strategy_B_055,Strategy_B,0.4223,0.29309273709660905,0.7634782799480048,-0.14671782060736488,Bull,3Y
Strategy_B_056,Strategy_B,0.2654,0.147616975174207,1.0751800096242494,-0.11796686866328196,Sideways,1Y
Strategy_B_057,Strategy_B,0.0562,0.11144563410180798,0.7682951191754431,-0.15888135474924497,Sideways,1Y
Strategy_B_058,Strategy_B,-0.0652,0.12249494484214232,0.818732952989946,-0.21562043455475274,Sideways,1Y
Strategy_B_059,Strategy_B,-0.2344,0.19934479311919207,1.0377489890846852,-0.08110322656426391,Bear,5Y
Strategy_B_060,Strategy_B,0.4696,0.26734276978584726,0.8335462077755076,0.0014470723989283285,Sideways,1Y
Strategy_B_061,Strategy_B,0.5954,0.20478249954233443,0.29706715601991684,-0.14641125226826007,Bear,3Y
Strategy_B_062,Strategy_B,0.2607,0.11353684901780271,0.2068225199937881,-0.17236655428702183,Bear,1Y
Strategy_B_063,Strategy_B,0.2438,0.14166171829596916,0.381452762621364,-0.1232352662464709,Bull,3Y
Strategy_B_064,Strategy_B,0.2315,0.24214331611227394,0.5052443372481173,-0.3081385081870939,Bull,1Y
Strategy_B_065,Strategy_B,0.1826,0.13944321165862839,0.6715980817217565,-0.09285134439108098,Bear,5Y
Strategy_B_066,Strategy_B,0.3455,0.13682713702634663,0.771786271998306,-0.22777931025762307,Bear,3Y
Strategy_B_067,Strategy_B,-0.2011,0.2786366570903392,0.4652274576184769,-0.056722873713941704,Sideways,3Y
Strategy_B_068,Strategy_B,0.1757,0.1177968603405723,0.7886704900143324,-0.26070604231728167,Sideways,1Y
Strategy_B_069,Strategy_B,0.0575,0.20726893666208254,0.5069472061929208,-0.19490913510503455,Sideways,1Y
Strategy_B_070,Strategy_B,0.2084,0.15867830583680773,0.8878990378078451,-0.26998034155405976,Sideways,5Y
Strategy_B_071,Strategy_B,-0.275,0.21223415444570065,0.926963137799656,-0.04072355110145674,Bear,3Y
Strategy_B_072,Strategy_B,-0.0973,0.2516714032496865,0.8951562770307591,-0.28559095812163365,Bear,1Y
Strategy_B_073,Strategy_B,-0.1383,0.2175231280969403,0.6344884062299784,-0.17461190870757085,Sideways,1Y
Strategy_B_074,Strategy_B,0.3104,0.07793810503758941,1.241349785153645,-0.20833075767891965,Bull,3Y
Strategy_B_075,Strategy_B,0.107,0.23392152515982517,0.45773113450126024,-0.17023504042396545,Sideways,5Y
Strategy_B_076,Strategy_B,0.069,0.24206160440561883,0.5652179507548762,-0.07465056649268288,Bear,3Y
Strategy_B_077,Strategy_B,0.3739,0.1811783221065553,0.8617542047449416,-0.12358328637049734,Bull,3Y
Strategy_B_078,Strategy_B,0.0293,0.1971630515260315,0.6942451013852784,-0.16719637496167167,Bear,5Y
Strategy_B_079,Strategy_B,0.3559,0.1447047908946852,1.012952594484083,-0.2853873439675655,Sideways,3Y
Strategy_B_080,Strategy_B,0.1486,0.16152998447270892,0.24530636710584686,-0.013959780374171726,Bull,3Y
Strategy_B_081,Strategy_B,0.3076,0.11475265345358095,0.7162041919238785,-0.1369669629987541,Bear,1Y
Strategy_B_082,Strategy_B,0.3354,0.20841385897016412,0.45846857079606196,-0.12119300185055709,Bear,5Y
Strategy_B_083,Strategy_B,0.2049,0.172625607357896,0.6382791171609628,-0.247222445354558,Bull,5Y
Strategy_B_084,Strategy_B,0.5074,0.18708196579971278,0.6963987377410487,-0.054383868671250446,Sideways,5Y
Strategy_B_085,Strategy_B,-0.0528,0.196687114373171,0.6609628611591843,-0.25288704815206425,Bear,1Y
Strategy_B_086,Strategy_B,0.0358,0.12614580945238194,0.5117859889538194,0.05212915171709498,Sideways,5Y
Strategy_B_087,Strategy_B,-0.3987,0.18568012443060455,0.7367622749373495,-0.10704166285345598,Bear,3Y
Strategy_B_088,Strategy_B,0.1872,0.11278613868107747,0.9744031112178335,-0.04521617843921984,Bull,3Y
Strategy_B_089,Strategy_B,-0.0768,0.07116416234957518,0.6091091881265153,-0.2104150286238192,Bull,3Y
Strategy_B_090,Strategy_B,0.4095,0.22511121128104036,1.0793702011344004,-0.1618737490555498,Bear,5Y
