teaching_method,final_score,study_hours_per_week,previous_gpa,attendance_rate,student_motivation
Traditional,48.6,22.5,3.2266395959235585,0.8050910892252862,Medium
Traditional,96.3,16.7,3.7414684360904173,0.7576279213355213,Low
Traditional,70.8,18.5,2.741548354104695,0.892949544641065,Medium
Traditional,61.7,22.0,3.7842943045001034,0.7573478596291323,Medium
Traditional,84.7,11.5,3.163583123174096,0.8004800233148782,Low
Traditional,67.9,18.1,3.2314913909310583,0.9327395567844787,High
Traditional,70.8,17.0,3.180757185681666,0.9283624620302696,Low
Traditional,72.2,16.4,3.4566263026939845,0.8331197123288996,High
Traditional,84.6,12.6,2.438637677355022,0.8420917509746004,Medium
Traditional,73.9,20.2,3.113677698015825,0.7821038272535024,Medium
Traditional,84.9,15.1,2.5697653596661882,0.9439446187922719,Medium
Traditional,81.8,17.2,3.1279203066597825,0.8513389778027785,Medium
Traditional,59.1,21.2,3.1910480559360854,0.9132581708373032,Medium
Traditional,74.4,5.8,3.520951485587048,0.8604862476884735,Medium
Traditional,62.0,10.4,3.741209908905957,0.8430007484119431,Medium
Traditional,80.6,12.2,3.0880929231081597,0.6491912600391913,High
Traditional,69.2,13.3,2.5014397421000942,0.7352314091511604,Low
Traditional,70.8,13.3,3.1838798080384465,0.8157979304898014,Low
Traditional,53.4,16.9,2.483122550193994,0.6725905989372661,Medium
Traditional,66.2,13.6,2.429580406692167,0.7692250853878924,High
Traditional,52.6,15.1,2.9372502653155306,0.8697135498434969,Medium
Traditional,59.6,23.7,2.5239178314974886,0.7062092151776166,High
Traditional,66.8,14.4,2.74324998007611,0.9337800516496573,Medium
Traditional,80.8,9.7,3.4083923372399854,1.0294607770618338,Medium
Interactive,47.1,16.2,2.5716484336612075,0.8896090042656671,Low
Interactive,70.9,23.9,3.8745972450355497,0.7405741913863247,High
Interactive,70.6,24.3,3.5901940256731484,1.1228775034449883,Low
Interactive,64.0,15.7,3.3004581126498387,0.9783929430485324,Medium
Interactive,89.4,16.5,3.2007780529821654,0.965918682480548,Medium
Interactive,74.6,15.2,2.7134906884345273,0.8089337280585979,Medium
Interactive,83.7,19.7,3.2246499423036292,0.8713360157402894,High
Interactive,75.9,18.0,2.6270366404594503,0.7101578511383996,High
Interactive,80.5,17.7,3.7993672976913055,0.8145300092270075,High
Interactive,66.8,14.5,3.5398661859112135,0.8194864848965737,Medium
Interactive,76.3,4.9,3.353023360672447,0.8077135160426325,Low
Interactive,94.5,11.6,2.7073236054837038,0.7035201602507533,Medium
Interactive,64.1,14.2,2.6805361087086768,0.7153658150652211,Low
Interactive,98.7,17.9,2.756879227032936,0.9173439051164923,Medium
Interactive,93.2,19.3,3.1187750757273345,0.8867989705748945,Low
Interactive,73.8,4.8,3.762064448646055,0.9748771450402623,High
Interactive,84.7,12.8,3.491322958766314,0.7632009199139203,Medium
Interactive,82.1,19.5,3.428451877408886,0.8963133569196766,Low
Interactive,64.9,13.3,3.102857485532082,0.8437327663952268,Medium
Interactive,81.1,16.7,3.1452618111792274,0.8531209396826692,Medium
Interactive,77.1,14.0,3.4188232656407807,0.779252600929284,Medium
Interactive,70.8,8.7,3.2106983899118315,0.6676033538727365,Medium
Interactive,86.8,14.4,3.2831107892446214,0.8629601154145742,High
Interactive,68.9,6.4,2.636181937691758,0.761400827615933,Low
Interactive,72.2,21.5,3.9024862563833618,0.7623815632998582,Low
Interactive,63.2,13.8,2.686684361834274,0.8117874326589058,Medium
Interactive,73.3,17.0,3.2965993656690373,0.9119084485165697,Medium
Interactive,94.4,6.3,3.1873838717935006,0.6844889450460452,Low
Interactive,69.5,12.7,3.4779312246932963,0.8334253403555214,Medium
Interactive,87.5,11.9,3.484382782643636,0.6968601250144042,Medium
Interactive,75.8,13.1,3.716496375237936,0.9413240589641412,Low
Interactive,78.8,11.6,2.9408413364965202,1.0061859817208032,Low
Interactive,59.1,18.9,3.661642839153929,0.9267791265960751,Medium
Interactive,88.1,15.2,3.228134796870409,0.9556155898483393,High
Interactive,72.2,15.5,3.4667415573573823,1.1209649758197318,Medium
Interactive,79.3,14.9,3.642401978595748,0.6350454919297436,High
Interactive,82.7,22.6,3.3724568019819556,0.8723838291991423,Medium
Interactive,84.2,6.4,2.5944750000114953,0.8378096205622547,Low
Interactive,73.6,15.5,3.3057597942546373,0.892169837812871,High
Interactive,55.0,17.2,3.535339252118171,0.7956508274869238,High
Interactive,93.7,17.7,3.2513559681854725,0.8780082091324031,High
Interactive,93.4,3.2,3.7064959132921116,0.9152218157520873,Low
Interactive,66.4,10.2,3.311790035173583,0.90178783610167,High
Interactive,82.5,15.5,3.6587432080343714,0.698803929380589,High
Interactive,76.2,18.4,3.1634938987428005,0.9389492083610019,High
Interactive,92.6,2.7,3.671965858724556,0.7860742465177454,Medium
Interactive,74.6,12.0,3.023307246436883,0.8005600676676037,Low
Interactive,69.9,19.0,3.2664576411801796,0.7928496887474754,Low
Interactive,66.3,19.7,2.7595457640216665,0.9114681382745047,Medium
Interactive,79.4,18.7,3.1240554120089814,0.6968642598259518,High
Interactive,77.7,16.3,3.2942554223994627,0.9737037775355672,Medium
Interactive,100.4,18.9,2.5846250793324157,1.0707693908312135,Medium
Interactive,59.4,19.7,3.7626550536504317,0.838076052337753,Medium
Interactive,67.4,20.3,3.276432238511417,0.7343300613389867,High
Interactive,65.4,22.9,3.472621535218045,0.6784558559822906,Low
Interactive,60.7,15.5,3.184693088914442,0.8358942394719786,High
Interactive,67.0,21.5,2.999805120237673,0.800712493547517,High
Interactive,87.7,14.0,2.3936786607015903,0.9318416707036709,High
Interactive,47.1,14.6,3.475318572182395,0.9574031461805583,Medium
Interactive,77.8,23.5,3.67386183329641,0.7120055657145618,Medium
Interactive,96.7,26.2,3.228945643547776,0.8283796652280523,Medium
Interactive,77.0,16.1,2.6921748929595344,0.7690635848535191,Medium
Interactive,70.7,18.3,3.64494111396417,0.8760686847661527,Medium
Interactive,74.0,5.3,3.6768416913613304,0.6029675846154849,Medium
Interactive,74.0,13.5,3.324919101765378,0.703385928930875,Medium
Interactive,86.2,18.2,3.450015781299461,0.7984667766477912,High
Interactive,72.3,14.4,3.7767790196807174,0.9136992724697786,Low
Interactive,69.5,15.3,3.456009512816925,0.7819671855702006,Medium
Interactive,71.5,15.8,3.527269417238033,0.9479405671701077,Medium
Interactive,100.4,19.4,3.8421371994611206,0.731953127985607,Medium
Online,63.0,22.0,2.9934350985126046,0.7675390272541691,Low
Online,68.4,18.5,3.262522896251251,0.7256166139960877,Medium
Online,68.9,16.7,3.5005779644106987,1.0420345887617333,Medium
Online,65.4,9.9,3.2060516574213302,0.8383541590520784,Medium
Online,63.8,10.3,3.2099314051689283,0.9709925553022519,Medium
Online,71.6,6.6,2.808180795463448,0.9968814348772739,Medium
Online,76.2,9.6,3.429873749959297,0.8696013700519541,High
Online,76.9,14.6,3.632765893077943,0.9443591845498338,Medium
Online,50.3,10.7,3.55261400534243,0.8034095630702492,Low
Online,64.6,16.5,3.105063702421287,0.7413957964109524,Low
Online,71.0,18.6,3.6380697159059316,0.8797557519353033,Low
Online,74.6,16.9,3.232160436605697,1.0531882365699865,High
Online,78.1,24.8,2.5738141260696654,0.6796145351238108,High
Online,59.1,13.7,3.573643583717975,0.91661192866261,Low
Online,73.9,21.2,2.794538655273651,0.8083630569919769,Medium
Online,99.5,21.5,2.9237110711783747,0.6723629476094561,High
Online,66.7,7.9,3.1909816668152344,0.8430083427289116,High
Online,54.8,17.2,3.3633623582370378,0.8015637510144857,Medium
Online,91.1,23.4,3.5100160154685462,0.7784238700325152,High
Online,74.1,12.7,2.5135739119988996,0.8485278617118074,Medium
Online,67.0,10.0,3.3854637500254925,0.8471689783061022,High
Online,94.5,17.0,2.584990017824271,0.6232449598131693,Low
Online,33.7,16.1,3.2558928790651644,1.027413842914601,High
Online,69.5,27.6,3.181975312649167,1.001456405222849,Low
Online,53.1,20.8,2.3464599588719945,1.0104896201831521,High
Online,95.6,18.1,4.07577903704212,0.8528803845553852,High
Online,66.4,10.4,2.398326143785245,0.8648892700123788,Medium
Online,55.1,6.4,3.260415484337141,0.9727564503473052,Medium
Online,53.7,21.8,3.080839987366573,1.0254693096834133,Medium
Online,89.9,17.3,3.0974654355645788,0.9867669217046855,Medium
Online,100.0,14.6,2.4799102131333512,0.856484187279825,Medium
Online,72.3,15.1,3.4125213383481507,0.874718784767872,Medium
Online,75.8,18.3,4.14416769001257,0.9536926476183645,Medium
Online,66.9,11.5,3.1602413920911507,0.814051391646221,Medium
Online,85.8,2.2,3.3075381869121694,0.8876333367005771,Low
Online,65.4,11.4,3.1695162742915817,0.7320252439284006,Medium
Online,62.6,14.3,3.5684040839304614,0.68884643813375,Low
Online,67.8,9.2,3.5871494587075334,0.8038008036427924,Medium
Online,83.6,14.8,2.6592653806688937,0.8083008449243236,Medium
Online,85.4,26.4,2.801373927457964,0.8074600889222479,Medium
Online,57.6,14.6,2.8749712579297655,0.8514561768357564,Medium
Online,72.2,7.3,3.2445373788315433,0.906179737885531,Medium
Online,41.3,15.9,3.5881528248291343,0.8426968214815613,Medium
Online,59.4,16.1,2.216426839962623,0.899843304527306,High
Online,70.0,14.8,3.377978942205334,0.8612615959582826,Medium
Online,61.5,8.1,3.821459362084661,0.9147715387180245,Medium
Online,75.5,18.6,3.0626566406078344,0.7535924739499285,Low
Online,93.9,26.8,3.1679994082418026,0.9469400535739069,Medium
Online,79.4,21.4,3.5930344577490487,0.9027444004879754,Medium
Online,97.0,20.6,3.5058386506986943,0.7691219587029637,Medium
Online,68.3,7.8,3.0610347129762028,0.8634575502050361,Medium
Online,71.3,12.3,3.3630662488741927,0.7741634653894031,Medium
Online,84.1,10.2,1.9373606320751087,0.9891794335343416,High
Online,92.9,14.3,3.3546286100872553,0.6742762229739203,Low
Online,82.6,19.1,3.2073780070222617,0.7852985410102457,Medium
Online,87.6,18.7,3.845323795655156,0.9297644471086443,Medium
Online,72.9,15.7,3.8577233917849783,0.9007863830003393,High
Online,59.0,9.7,3.1327369480958134,0.9585796700824291,Medium
Online,85.7,19.3,3.7384153882570788,0.7185983818511454,Medium
Online,70.0,17.7,2.899688405743926,0.7495428076845136,High
Online,72.9,-1.0,3.203969688060973,0.9555795694103331,High
Online,52.0,16.8,3.713033317539542,0.9451860731196668,Medium
Online,99.4,8.8,3.287856590339655,0.7666951402927504,Medium
Online,85.6,13.5,3.4648025135767786,1.0543397107068406,High
Online,92.8,9.8,3.2053238877673205,0.8555800886659531,High
Online,92.1,15.8,2.94348433742197,0.8139624712663037,High
Online,76.3,16.6,3.1187010998119638,0.711463350056196,High
Online,46.3,16.9,2.992113692661663,0.9098308371371384,Low
Online,75.7,15.9,3.003253020649624,0.8886495532288036,Medium
Online,66.0,16.1,3.7346781437245102,0.8185116492850788,Medium
Hybrid,65.4,17.3,2.5027271160002087,0.8376565013094386,Medium
Hybrid,70.8,9.4,3.78473096067893,0.8558100207589505,Low
Hybrid,87.2,18.1,3.3534378218827543,0.7792196263939591,High
Hybrid,90.2,19.0,3.2271672917081666,0.8848223389360784,Low
Hybrid,75.2,18.8,2.7221180987010207,0.9484730577051494,Medium
Hybrid,75.4,18.1,3.3046645234286194,0.7403215475206941,High
Hybrid,73.2,16.4,3.616850606103718,1.071252279100244,High
Hybrid,68.8,7.8,3.4167694500167247,0.6394300387947808,Medium
Hybrid,69.8,17.4,2.832870091896326,0.8384621655996167,Low
Hybrid,94.8,17.4,3.65782381123229,0.8057160582947592,High
Hybrid,74.8,16.3,3.2152406222798326,0.8976905085027753,Medium
Hybrid,78.5,8.6,3.699734963240595,0.8429384597032893,Low
Hybrid,52.6,14.4,2.337485292308848,0.7534358052486946,High
Hybrid,70.5,13.0,2.3406532666793605,0.8942219822058823,Low
Hybrid,69.7,13.2,2.990337460541694,0.9182186884153524,High
Hybrid,85.7,10.0,3.0605388843551156,0.858253702455197,Medium
Hybrid,90.3,21.6,3.5581582944051826,0.8066689617544254,High
Hybrid,90.0,16.7,3.5391973941294466,1.032013563358709,Medium
Hybrid,65.4,18.8,3.852773447024332,1.1003067880413853,High
Hybrid,93.0,15.1,3.185521861408547,0.7444859084074081,Medium
Hybrid,74.0,15.5,3.2242509789940086,1.0043207770579303,Medium
Hybrid,69.3,10.3,3.0059181307315885,0.9681066316666307,High
Hybrid,83.1,14.1,3.4655151059836626,0.9531881509397678,Medium
Hybrid,93.6,16.4,3.3510757007259353,0.6783223363302611,High
Hybrid,82.5,11.2,3.040481179863188,0.8640305845139453,High
Hybrid,65.7,19.2,3.268705107930011,1.019393826037144,Medium
Hybrid,86.9,19.3,2.7613029202744626,0.7244575768790682,Medium
Hybrid,93.8,16.8,2.6479868397148962,0.9003582614437561,Medium
Hybrid,66.5,6.8,3.3969807106095513,0.7790168942624539,Medium
Hybrid,81.0,18.5,3.2342317770427713,1.0076041166554157,Medium
Hybrid,77.7,19.2,2.8983140428790617,1.0333119018304409,Medium
Hybrid,80.5,6.5,3.528466656833335,0.9390936038427226,High
Hybrid,67.6,19.5,2.7587804201380153,0.851664854219372,Medium
Hybrid,69.1,15.3,3.2979431896306313,0.8392467001497915,High
Hybrid,85.9,18.9,3.3669032624516704,0.8360685837382589,High
Hybrid,88.8,30.2,3.6238279757254177,0.8318625491067199,High
Hybrid,84.8,9.7,3.312463274095076,0.8429149372183536,High
Hybrid,89.8,14.3,3.36766029928353,0.9534583456500694,High
Hybrid,73.9,16.7,4.275931978647487,0.7835411994764202,High
Hybrid,96.9,11.1,3.556028705939243,0.9484641825076945,Medium
Hybrid,68.9,25.8,2.929764992010535,1.1693576754646193,Low
Hybrid,86.1,5.4,3.214133810487601,0.8830311030382054,Low
Hybrid,85.5,21.5,3.5666850418378413,0.9260336034593348,Medium
Hybrid,80.0,12.2,2.9754594766714675,0.6813213972439638,Medium
Hybrid,91.2,13.6,3.4875568709910962,0.896935535724741,Medium
Hybrid,92.3,18.8,2.4697012729371393,0.8284383818330131,High
Hybrid,86.5,19.4,3.359326778496644,0.9814307654420168,Medium
Hybrid,75.9,20.8,3.1640413790883746,1.0167263078497168,Medium
Hybrid,100.1,18.1,3.0285871072062034,0.887297753292402,High
Hybrid,74.5,16.6,2.7061524762060967,0.783165081893225,Medium
Hybrid,80.4,9.2,3.53371056868166,0.7830059244817184,Low
Hybrid,90.4,17.5,3.461826698835636,0.6742803829933837,Low
Hybrid,74.3,9.0,3.1255324983532753,0.8103591945350781,Medium
Hybrid,79.7,21.3,3.0935857709122945,0.7972662921501035,Medium
Hybrid,60.5,14.5,3.200025235361708,0.9931667000626366,Medium
Hybrid,86.0,16.2,2.7568776444085907,1.002863091877168,High
Hybrid,94.2,14.3,3.8800872784052878,1.066786622616402,Medium
Hybrid,84.5,11.5,3.293241078811506,0.7809562880513085,Medium
Hybrid,79.0,21.6,2.496941384581877,0.7841631813809875,Low
Hybrid,85.0,13.2,4.291900337751095,0.7549606951045476,Low
Hybrid,94.6,8.6,3.2271921203170413,1.0318144200149,Medium
Hybrid,82.0,8.6,3.5843200716248047,0.9345729326171145,Medium
Hybrid,95.2,11.1,3.285926149629984,1.032435072251911,Medium
Hybrid,82.1,5.7,3.2899736379957876,0.8992175509315387,Medium
Hybrid,78.9,16.4,2.899365095475118,0.9899118925418144,Low
Hybrid,88.0,15.4,4.191400202716913,0.8247624262233298,Low
Hybrid,84.0,3.2,2.9868212202304574,0.8685709659329851,High
Hybrid,77.8,18.0,2.968173958378718,0.7837312686225629,Medium
Hybrid,87.9,12.4,3.065447344695331,0.8638943598807787,High
Hybrid,80.9,12.7,3.1239437491225,0.7853724782704555,Medium
